title,logo,company_name,location,remote_status,min_salary,max_salary,salary_details,salary_text,website,tags,url,added_date,elapsed_days,application_status,application_date,feedback_received,feedback_date,time_until_feedback,notes,personal_rating
SAP BTP Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/002/555/list/1Logo.jpg,LeverX,Wroclaw | Warsaw,Remote,,,,,bulldogjob.pl,SAP | SAP BTP,https://bulldogjob.pl/companies/jobs/161609-sap-btp-engineer-wroclaw-warsaw-leverx,2024-09-21,0.0,Not applied,,False,,,,
LLM AI Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Bialystok | Bydgoszcz | Krakow | Częstochowa | Gliwice | Gdansk | Katowice | Lodz | Lublin | Piła | Poznan | Rzeszów | Szczecin | Torun | Warsaw | Wroclaw | Kielce,Remote,,,,,bulldogjob.pl,Python | LLM | RAG,https://bulldogjob.pl/companies/jobs/163698-llm-ai-engineer-bialystok-bydgoszcz-krakow-czestochowa-gliwice-gdansk-katowice-lodz-lublin-pila-poznan-rzeszow-szczecin-torun-warsaw-wroclaw-kielce-sii-polska,2024-09-21,0.0,Not applied,,False,,,,
Konsultant Power BI,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Białystok | Bydgoszcz | Częstochowa | Gdańsk | Gliwice | Katowice | Łódź | Lublin | Piła | Poznań | Rzeszów | Szczecin | Toruń | Warszawa | Wrocław | Kraków,Remote,,,,,bulldogjob.pl,Power BI,https://bulldogjob.pl/companies/jobs/163695-konsultant-power-bi-bialystok-bydgoszcz-czestochowa-gdansk-gliwice-katowice-lodz-lublin-pila-poznan-rzeszow-szczecin-torun-warszawa-wroclaw-krakow-sii-polska,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer (Scala),https://cdn.bulldogjob.com/system/companies/logos/000/000/257/list/logo-onwelo.png,ONWELO Sp. z o.o.,Warszawa | Kraków | Lublin | Łódź | Katowice,Remote,17000.0,22000.0,PLN,17 000 - 22 000PLN,bulldogjob.pl,AWS | Kafka | Scala,https://bulldogjob.pl/companies/jobs/162958-data-engineer-scala-warszawa-krakow-lublin-lodz-katowice-onwelo-sp-z-o-o,2024-09-21,0.0,Not applied,,False,,,,
Data Scientist / ML Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/001/043/list/Addepto_logo_final-logo-design_Logo_preservative_field.jpeg,Addepto sp. z o.o.,Warsaw | Poznan | Wroclaw | Bialystok | Krakow | Gdansk | Szczecin | Lodz | Lublin,Remote,14200.0,28500.0,PLN,14 200 - 28 500PLN,bulldogjob.pl,Machine Learning | Python | AWS,https://bulldogjob.pl/companies/jobs/162125-data-scientist-ml-engineer-warsaw-poznan-wroclaw-bialystok-krakow-gdansk-szczecin-lodz-lublin-addepto-sp-z-o-o,2024-09-21,0.0,Not applied,,False,,,,
Data Science Training Program,https://cdn.bulldogjob.com/system/companies/logos/000/000/908/list/EPAM_LOGO_Black.png,EPAM Systems,,Remote,,,,,bulldogjob.pl,Python | NumPy | Pandas,https://bulldogjob.pl/companies/jobs/163644-data-science-training-program-epam-systems,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/002/300/list/appfire.png,Appfire,Gdansk | Warsaw | Poznan | Wroclaw | Krakow,Remote,10000.0,15000.0,PLN,10 000 - 15 000PLN,bulldogjob.pl,Python | SQL | AWS,https://bulldogjob.pl/companies/jobs/163635-data-engineer-gdansk-warsaw-poznan-wroclaw-krakow-appfire,2024-09-21,0.0,Not applied,,False,,,,
Senior Data Scientist – legal and tax industry,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Bialystok | Bydgoszcz | Krakow | Częstochowa | Gdansk | Gliwice | Katowice | Lodz | Lublin | Piła | Poznan | Rzeszów | Szczecin | Torun | Warsaw | Wroclaw,Remote,,,,,bulldogjob.pl,Python | LLM | RAG,https://bulldogjob.pl/companies/jobs/162580-senior-data-scientist-legal-and-tax-industry-bialystok-bydgoszcz-krakow-czestochowa-gdansk-gliwice-katowice-lodz-lublin-pila-poznan-rzeszow-szczecin-torun-warsaw-wroclaw-sii-polska,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer (Microsoft),https://cdn.bulldogjob.com/system/companies/logos/000/000/257/list/logo-onwelo.png,ONWELO Sp. z o.o.,,Remote,700.0,900.0,PLN,700 - 900PLN,bulldogjob.pl,Azure | MS SQL | Power BI,https://bulldogjob.pl/companies/jobs/162853-data-engineer-microsoft-onwelo-sp-z-o-o,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/003/074/list/logo-R_D-tlo_%281%29.png,R&D Viessmann Climate Solutions PL,Wroclaw,Remote,,,,,bulldogjob.pl,Azure | SQL | Python,https://bulldogjob.pl/companies/jobs/163175-data-engineer-wroclaw-r-d-viessmann-climate-solutions-pl,2024-09-21,0.0,Not applied,,False,,,,
Data Scientist,https://cdn.bulldogjob.com/system/companies/logos/000/003/074/list/logo-R_D-tlo_%281%29.png,R&D Viessmann Climate Solutions PL,Wroclaw,Remote,,,,,bulldogjob.pl,Python | Pandas | NumPy,https://bulldogjob.pl/companies/jobs/163174-data-scientist-wroclaw-r-d-viessmann-climate-solutions-pl,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer (Databricks),https://cdn.bulldogjob.com/system/companies/logos/000/000/257/list/logo-onwelo.png,ONWELO Sp. z o.o.,Warszawa | Kraków | Lublin | Łódź | Katowice,Remote,17000.0,22000.0,PLN,17 000 - 22 000PLN,bulldogjob.pl,,https://bulldogjob.pl/companies/jobs/162844-data-engineer-databricks-warszawa-krakow-lublin-lodz-katowice-onwelo-sp-z-o-o,2024-09-21,0.0,Not applied,,False,,,,
Senior Data Scientist (NLP & LLMs),https://cdn.bulldogjob.com/system/companies/logos/000/000/257/list/logo-onwelo.png,ONWELO Sp. z o.o.,Warszawa | Kraków | Lublin | Łódź | Kielce,Remote,20000.0,24000.0,PLN,20 000 - 24 000PLN,bulldogjob.pl,,https://bulldogjob.pl/companies/jobs/162843-senior-data-scientist-nlp-llms-warszawa-krakow-lublin-lodz-kielce-onwelo-sp-z-o-o,2024-09-21,0.0,Not applied,,False,,,,
Senior Data Integration Engineer (Databricks),https://cdn.bulldogjob.com/system/companies/logos/000/000/908/list/EPAM_LOGO_Black.png,EPAM Systems,,Remote,,,,,bulldogjob.pl,Databricks | AWS | Azure,https://bulldogjob.pl/companies/jobs/163533-senior-data-integration-engineer-databricks-epam-systems,2024-09-21,0.0,Not applied,,False,,,,
Senior Machine Learning Engineer (LLMs),https://cdn.bulldogjob.com/system/companies/logos/000/000/908/list/EPAM_LOGO_Black.png,EPAM Systems,,Remote,,,,,bulldogjob.pl,Python | Machine Learning | NLP,https://bulldogjob.pl/companies/jobs/163532-senior-machine-learning-engineer-llms-epam-systems,2024-09-21,0.0,Not applied,,False,,,,
"Lead Data Software Engineer (Python, Azure)",https://cdn.bulldogjob.com/system/companies/logos/000/000/908/list/EPAM_LOGO_Black.png,EPAM Systems,,Remote,,,,,bulldogjob.pl,Python | Azure | Azure Data stack,https://bulldogjob.pl/companies/jobs/163529-lead-data-software-engineer-python-azure-epam-systems,2024-09-21,0.0,Not applied,,False,,,,
Senior Spark Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/003/474/list/Profile_pic.png,Link Group,,Remote,25000.0,40000.0,PLN,25 000 - 40 000PLN,bulldogjob.pl,Apache Spark | Scala | Java,https://bulldogjob.pl/companies/jobs/163496-senior-spark-engineer-link-group,2024-09-21,0.0,Not applied,,False,,,,
Senior Data Engineer (Global Business Solutions),https://cdn.bulldogjob.com/system/companies/logos/000/003/123/list/SIGMA_Logo_2021_RGB.png,Sigma Software,Warsaw | Krakow | Sofia | Poznan,Remote,,,Znamy widełki,Znamy widełki,bulldogjob.pl,Azure | Python | SQL,https://bulldogjob.pl/companies/jobs/162810-senior-data-engineer-global-business-solutions-warsaw-krakow-sofia-poznan-sigma-software,2024-09-21,0.0,Not applied,,False,,,,
Cloud Data Engineer,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Białystok | Bydgoszcz | Częstochowa | Gdańsk | Gliwice | Katowice | Kielce | Kraków | Lublin | Łódź | Piła | Poznań | Rzeszów | Szczecin | Toruń | Warszawa | Wrocław,Remote,,,,,bulldogjob.pl,,https://bulldogjob.pl/companies/jobs/162188-cloud-data-engineer-bialystok-bydgoszcz-czestochowa-gdansk-gliwice-katowice-kielce-krakow-lublin-lodz-pila-poznan-rzeszow-szczecin-torun-warszawa-wroclaw-sii-polska,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer with Snowflake and Talend – pharmaceutical industry,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Warsaw | Gdansk | Wroclaw | Poznan | Krakow | Lodz | Lublin | Katowice | Rzeszów | Częstochowa | Piła | Bydgoszcz | Bialystok | Gliwice | Szczecin | Torun | Kielce,Remote,,,,,bulldogjob.pl,AWS | Azure | ETL,https://bulldogjob.pl/companies/jobs/162804-data-engineer-with-snowflake-and-talend-pharmaceutical-industry-warsaw-gdansk-wroclaw-poznan-krakow-lodz-lublin-katowice-rzeszow-czestochowa-pila-bydgoszcz-bialystok-gliwice-szczecin-torun-kielce-sii-polska,2024-09-21,0.0,Not applied,,False,,,,
Senior Business Analyst,https://imgproxy.justjoinit.tech/ZbhSzQxJRWVWoOH3OoQqS9k9iNighAsnPbMKsVnpTCo/h:200/w:200/plain/https://antalpl.traffit.com/api/file/publicFileContent/13443830,Antal Sp. z o.o.,Kraków,Remote,15000.0,26000.0,pln,15 000 - 26 000 - pln,rocketjobs.pl,Microsoft Office Excel | data analyst | Agile,https://rocketjobs.pl/offers/antal-sp-z-o-o--senior-business-analyst-krakow-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Data & Reporting Analyst with German,https://imgproxy.justjoinit.tech/cBPOCN3dF8AItAa1nSVrEj6lGqOH1Sd_74y21Aj5JSQ/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/a097cf80427d24081a2e1528e50422569311a480.jpg,Nielsen Media Services Poland,Warszawa,Remote,,,,,rocketjobs.pl,język angielski | data analyst | język niemiecki,https://rocketjobs.pl/offers/nielsen-media-services-poland-data-reporting-analyst-with-german-warszawa-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Starszy Kontroler Finansowy / Team Leader,https://imgproxy.justjoinit.tech/baHctfgq9BhCJzJ943u13viwgMGqDT9U4VixrBFP9KY/h:200/w:200/plain/https://humanhunterpro.traffit.com/api/file/publicFileContent/72,Human & Hunter Professional,Mińsk Mazowiecki,Remote,13000.0,17000.0,pln,13 000 - 17 000 - pln,rocketjobs.pl,data analyst | język angielski | SAP,https://rocketjobs.pl/offers/human-hunter-professional-starszy-kontroler-finansowy-team-leader-minsk-mazowiecki-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Supply Chain Data Analyst,https://imgproxy.justjoinit.tech/omfPxujNjTFzRutrc3HUwASefPKrXqV9UH22hbKKETY/h:200/w:200/plain/https://s3.eu-west-1.amazonaws.com/images.justjoin.it/rocketjobs/company-logos/51e1beed-ce2c-483b-a5c5-0a61ca2d18a4.png,Miele Global Services,Poznań,Remote,8000.0,12000.0,pln,8 000 - 12 000 - pln,rocketjobs.pl,Power BI | SQL | Supply Chain,https://rocketjobs.pl/offers/miele-global-services-supply-chain-data-analyst-poznan-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Business Analyst,https://imgproxy.justjoinit.tech/oathZGLc4Kiu7FUnP2tXnO_0LKWnOea68hmuxBvR3l0/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/40b677c64a499e4ba1ba6045d2f8869376ddc67c.png,Droids On Roids,Wrocław,Remote,9000.0,14500.0,pln,9 000 - 14 500 - pln,rocketjobs.pl,technical writing skills | Jira | empatia,https://rocketjobs.pl/offers/droids-on-roids-business-analyst-wroclaw-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Treasury & Intrastat Specialist with German,https://imgproxy.justjoinit.tech/rR-pXNpvLuURjY8_9sR_YdhDHSk3t-L19pIbEZxz6aQ/h:200/w:200/plain/https://imgproxy.justjoinit.tech/6b3tVVngA01F1w3-k3U_quMd4BQN5ongGIamxMYMuMk/h:200/w:200/plain/https://imgproxy.justjoinit.tech/mayGecQK98XdvmBIP-DLTMXb_QpRwiPxkxrmB6q6y1U/h:200/w:200/plain/https://s3.eu-west-1.amazonaws.com/images.justjoin.it/rocketjobs/company-logos/518f8b85-83f3-4e5d-9bd8-f568afb5fe88.png,ArcelorMittal,Kraków,Remote,,,,,rocketjobs.pl,Microsoft Office Excel | język angielski | język niemiecki,https://rocketjobs.pl/offers/arcelormittal-treasury-intrastat-specialist-with-german-krakow-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Business Analyst / Senior Business Analyst - Zespół Data Intelligence Solutions,https://imgproxy.justjoinit.tech/z0A65LHE0la5yTYfcmZ6GUGiYTBlYfejC0NkS77GmYQ/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/86f86808d04642cf6176e2d0374e8b29cf09c2bc.png,KPMG,Wrocław,Remote,,,,,rocketjobs.pl,język angielski | doradztwo biznesowe | analiza,https://rocketjobs.pl/offers/kpmg-business-analyst-senior-business-analyst---zespol-data-intelligence-solutions-wroclaw-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Senior Data Analyst,https://imgproxy.justjoinit.tech/tvnXORKhGRcvkmWN3IyVus8wKp9ueQvuG4ywUipvj3w/h:200/w:200/plain/https://imgproxy.justjoinit.tech/95K1MPnEA_kSBr9f5V38SGrZcMbp5N-xtweVOyjAktk/h:200/w:200/plain/https://imgproxy.justjoinit.tech/F05AiSaMJUbovb6Ku8dFE60LFKuFMqgKLnNZXl2T_gE/h:200/w:200/plain/https://imgproxy.justjoinit.tech/bIVM1qhsXJ57YBuT7pWM8Bs_SIgwMjVUKsja6UFqggU/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/a8070ebc9650931d0f945a08516c5cd9de5e184a.png,tribe47,Warszawa,Remote,,,,,rocketjobs.pl,BigQuery | Looker | Google Tag Manager,https://rocketjobs.pl/offers/tribe47-senior-data-analyst-warszawa-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Starszy Specjalista ds. Badań i Rozwoju,https://imgproxy.justjoinit.tech/6QF3whYPqYFEA6D4RPJXWNG4ZnM-MCV5jVhXxAKcvHU/h:200/w:200/plain/https://imgproxy.justjoinit.tech/nmSUdPevj8qLSg8Fn8RtKwoxoRkRwSqRIksE0JjGRw0/h:200/w:200/plain/https://imgproxy.justjoinit.tech/NArGN8mvGkQL4F4dnHd1h5zl9SZtcfC3dmX8NBuV9lI/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/6982480865742e64166f38f832b2782bdda932df.jpg,PSE Innowacje sp. z o.o.,Warszawa,Remote,,,,,rocketjobs.pl,MathProg | GIT | Python,https://rocketjobs.pl/offers/pse-innowacje-sp-z-o-o--starszego-specjalisty-ds-badan-i-rozwoju-warszawa-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Software Analyst,https://imgproxy.justjoinit.tech/VWcp6TMuTfWCShDPVfiVZvi0VqqDNQVyhWtgMTZFhow/h:200/w:200/plain/https://imgproxy.justjoinit.tech/YuJVwLJYagLi6AkqFbrjPefNXUk-Bhdn4JwiwUDlgBM/h:200/w:200/plain/https://imgproxy.justjoinit.tech/8Ogmyp8Mn297Cy8-NqVs7kney_OmvFA8e4C7aCGVBjg/h:200/w:200/plain/https://public.rocketjobs.pl/offers/company_logos/thumb_x2/e5182255eb9d4cec9eee58493cf541927a89ec65.png,CodeTwo - HRejterzy,Wrocław,Remote,15000.0,23000.0,pln,15 000 - 23 000 - pln,rocketjobs.pl,język angielski | analytical thinking | business analysis,https://rocketjobs.pl/offers/codetwo---hrejterzy-software-analyst-wroc-aw-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Analityk biznesowy,https://imgproxy.justjoinit.tech/ZgvVL1cDZPLKjGvEpCtSxaPXt_evxBY2W1Imi_v02qc/h:200/w:200/plain/https://imgproxy.justjoinit.tech/aMJpGO_1Gd7NgZLSw0IorchBGrce283WzivLUiVZ1eE/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/93423358310cbd8c8b8a144f268c3b06175e81f3.PNG,Erli.pl,Poznań,Remote,,,,,rocketjobs.pl,Microsoft Power BI | Microsoft Office Excel | analiza,https://rocketjobs.pl/offers/erli-pl-analityk-biznesowy-poznan-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Holistyczny Analityk Marketingowy,https://imgproxy.justjoinit.tech/qvZDwdTtd_pTrE4u_UIuCKfOs6lsyoRKvy530Js3Zp8/h:200/w:200/plain/https://imgproxy.justjoinit.tech/kk5jta6WKC-rLsWl6HhntAX-c2_15A8eB7gSP7Wj0TA/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/e59b954a3588d77e599c94aebcdaf04be4c633b9.png,ROXART Agency,Rzeszów,Remote,,,,,rocketjobs.pl,data analyst | Data Layer | Google Analytics,https://rocketjobs.pl/offers/roxart-agency-holistyczny-analityk-marketingowy-rzeszow-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Specjalista ds. Analityki Danych Power BI i Azure,https://imgproxy.justjoinit.tech/jW5Il1pEnPxHJcrnfGu3MgmvlGYhGHRNxAJo1UGZnWA/h:200/w:200/plain/https://public.rocketjobs.pl/companies/logos/original/e3fde91d45902bffff4546375ed81568f4376580.jpg,Retail Institute,Warszawa,Remote,7000.0,12000.0,pln,7 000 - 12 000 - pln,rocketjobs.pl,data analyst | SQL,https://rocketjobs.pl/offers/retail-institute-specjalista-ds-analityki-danych-power-bi-i-azure-warszawa-bi-data,2024-09-21,0.0,Not applied,,False,,,,
Data Science Training Program,https://imgproxy.justjoinit.tech/ZVKXog7e4Fi-XIADeB7xrvagj8a_QT6Uxbr7KBi-mmw/h:200/w:200/plain/https://public.justjoin.it/companies/logos/original/8b1cf467aa77e07c48bdc1666c5a009ecc37e448.png,EPAM Systems,Poland (Remote),Remote,,,,,justjoin.it,NumPy | Algorithms | Statistics,https://justjoin.it/offers/epam-systems-data-science-training-program-poland-remote--data,2024-09-21,0.0,Not applied,,False,,,,
Analytics Graduate - Grad Hiring Program,https://imgproxy.justjoinit.tech/SlMNtt-5O0rc8KHjAZxMejXJxLZMmmXYnbnB4wquZSA/h:200/w:200/plain/https://imgproxy.justjoinit.tech/TJlHCdUvevL7F6I2yclZfN_pP7DxyMuSqBwW1cRACf0/h:200/w:200/plain/https://public.justjoin.it/offers/company_logos/original/ea3f68ea4d994c145ab7fec74fd28d8aeedb2a93.jpg,DXC Technology,Warszawa,Remote,,,,,justjoin.it,SQL | Python | Business Intelligence,https://justjoin.it/offers/dxc-technology-analytics-graduate---grad-hiring-program-warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
Big Data Developer,https://imgproxy.justjoinit.tech/6G9DLLVSy4jZ5SjVB3cT9iLKAdvZsyGiVb0uRXw8qNk/h:200/w:200/plain/https://imgproxy.justjoinit.tech/1V6Va1sg_81ycz5qe6h1DlT8A-rklIROQwORnAdFzLI/h:200/w:200/plain/https://imgproxy.justjoinit.tech/Eop2jX9NXJeGpEylrLwLCS2Hn-A35EfvMEYCncLhV5I/h:200/w:200/plain/https://imgproxy.justjoinit.tech/lpWrBjHsG_9fKfjR74GLaRZA6ss_WeWSGBBKOc0C678/h:200/w:200/plain/https://public.justjoin.it/offers/company_logos/original/92e4e065a12fbb12f863dc0c970d6307beb92260.png,core3,Warszawa,Remote,10000.0,12000.0,pln,10 000 - 12 000 - pln,justjoin.it,SQL | ETL | DWH,https://justjoin.it/offers/core3-big-data-developer-warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
SQL Developer,https://imgproxy.justjoinit.tech/1V6Va1sg_81ycz5qe6h1DlT8A-rklIROQwORnAdFzLI/h:200/w:200/plain/https://imgproxy.justjoinit.tech/Eop2jX9NXJeGpEylrLwLCS2Hn-A35EfvMEYCncLhV5I/h:200/w:200/plain/https://imgproxy.justjoinit.tech/lpWrBjHsG_9fKfjR74GLaRZA6ss_WeWSGBBKOc0C678/h:200/w:200/plain/https://public.justjoin.it/offers/company_logos/original/92e4e065a12fbb12f863dc0c970d6307beb92260.png,core3,Warszawa,Remote,10000.0,12000.0,pln,10 000 - 12 000 - pln,justjoin.it,ETL | DWH | SQL,https://justjoin.it/offers/core3-sql-developer-warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer,https://imgproxy.justjoinit.tech/1V6Va1sg_81ycz5qe6h1DlT8A-rklIROQwORnAdFzLI/h:200/w:200/plain/https://imgproxy.justjoinit.tech/Eop2jX9NXJeGpEylrLwLCS2Hn-A35EfvMEYCncLhV5I/h:200/w:200/plain/https://imgproxy.justjoinit.tech/lpWrBjHsG_9fKfjR74GLaRZA6ss_WeWSGBBKOc0C678/h:200/w:200/plain/https://public.justjoin.it/offers/company_logos/original/92e4e065a12fbb12f863dc0c970d6307beb92260.png,core3,Warszawa,Remote,10000.0,12000.0,pln,10 000 - 12 000 - pln,justjoin.it,SQL | ETL | Cloud,https://justjoin.it/offers/core3-data-engineer-warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
Programista Big Data,https://imgproxy.justjoinit.tech/1V6Va1sg_81ycz5qe6h1DlT8A-rklIROQwORnAdFzLI/h:200/w:200/plain/https://imgproxy.justjoinit.tech/Eop2jX9NXJeGpEylrLwLCS2Hn-A35EfvMEYCncLhV5I/h:200/w:200/plain/https://imgproxy.justjoinit.tech/lpWrBjHsG_9fKfjR74GLaRZA6ss_WeWSGBBKOc0C678/h:200/w:200/plain/https://public.justjoin.it/offers/company_logos/original/92e4e065a12fbb12f863dc0c970d6307beb92260.png,core3,Warszawa,Remote,10000.0,12000.0,pln,10 000 - 12 000 - pln,justjoin.it,SQL | ETL | DWH,https://justjoin.it/offers/core3-programista-big-data-warszawa-data-ef429333,2024-09-21,0.0,Not applied,,False,,,,
Junior BigData Application Engineer (Azure Cloud),https://imgproxy.justjoinit.tech/ogTAaCK67jIW9LNklxX5t229YvadtZqCdx9EVST377E/h:200/w:200/plain/https://imgproxy.justjoinit.tech/GOpLGhhAsQv97NfFGADMX3AJ5lyVlxup4RppZNneQb4/h:200/w:200/plain/https://public.justjoin.it/companies/logos/original/0ef793aa3421184bb0c0553676e36cef9335b137.jpg,DXC Technology,Warszawa,Remote,,,,,justjoin.it,SQL | Python | Linux,https://justjoin.it/offers/dxc-technology-junior-bigdata-application-engineer-azure-cloud--warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
Java Developer Want-To-Be,https://imgproxy.justjoinit.tech/Mo8TXdpCSm8OTyjobI6rPHgQ5JHzL4Wx7cSGBE2FPDs/h:200/w:200/plain/https://imgproxy.justjoinit.tech/mtr2tUnlE2H8l78TJt454VFKOxdSy7wd9LMePq3dtVU/h:200/w:200/plain/https://public.justjoin.it/companies/logos/original/35e5140ea356f2a0f39cf329570be14317d8b801.png,Datumo,Warszawa,Remote,9000.0,14000.0,pln,9 000 - 14 000 - pln,justjoin.it,Cloud | JVM | Docker,https://justjoin.it/offers/datumo-java-developer-want-to-be-warszawa-data,2024-09-21,0.0,Not applied,,False,,,,
Data Engineer,https://logos.gpcdn.pl/loga-firm/20109980/03000000-bb2f-3863-015f-08d8b9428779_280x280.png,ITFS sp. z o.o.,,Remote,90.0,110.0,zł netto (+ VAT) / godz.,90–110 zł netto (+ VAT) / godz.,it.pracuj.pl,Python | SQL | Google Cloud Platform,"https://www.pracuj.pl/praca/data-engineer-warszawa-aleje-jerozolimskie-125,oferta,1003563894?s=e7f40924&searchId=MTcyNjg1MDQ5MjgyOC42Mzg=",2024-09-21,0.0,Not applied,,False,,,,
Platform Specialist,https://logos.gpcdn.pl/loga-firm/20142168/2c580000-43a8-f403-db06-08d8e30f63ff_280x280.png,RTB House,,Remote,6000.0,13000.0,zł / mies. (zal. od umowy),6 000–13 000 zł / mies. (zal. od umowy),it.pracuj.pl,Excel,"https://www.pracuj.pl/praca/platform-specialist-warszawa,oferta,1003602925?s=e7f40924&searchId=MTcyNjg1MDQ5MjgyOC42Mzg=",2024-09-21,0.0,Not applied,,False,,,,
Praktykantka lub Praktykant w Zespole Financial Risk and Analytics,https://logos.gpcdn.pl/loga-firm/20005393/03000000-bb2f-3863-041a-08d8eac01b5b_280x280.png?width=96,EY (dawniej Ernst & Young),"Warszawa, Śródmieście",Hybrid,,,,,theprotocol.it,C++ | Matlab | Python | R | SQL,"https://theprotocol.it/szczegoly/praca/praktykantka-lub-praktykant-w-zespole-financial-risk-and-analytics-warszawa-rondo-onz-1,oferta,39060000-9d78-f2e0-cdef-08dcdbd8c1ff?s=-1392803069&searchId=8f1b0bc0-79c4-11ef-b7e3-a51d25871c34",2024-09-23 00:00:00,,,,,,,,
Data Scientist,https://cdn.bulldogjob.com/system/companies/logos/000/000/165/list/Logo_Sii_-01.jpg,Sii Polska,Warsaw | Gdansk | Wroclaw | Poznan | Krakow | Lodz | Lublin | Katowice | Rzeszów | Częstochowa | Piła | Bydgoszcz | Bialystok | Gliwice | Szczecin | Torun | Kielce,Remote,,,,,bulldogjob.pl,,https://bulldogjob.pl/companies/jobs/163960-data-scientist-warsaw-gdansk-wroclaw-poznan-krakow-lodz-lublin-katowice-rzeszow-czestochowa-pila-bydgoszcz-bialystok-gliwice-szczecin-torun-kielce-sii-polska,2024-09-23 00:00:00,,,,,,,,
Data Software Engineering Program,https://imgproxy.justjoinit.tech/ZVKXog7e4Fi-XIADeB7xrvagj8a_QT6Uxbr7KBi-mmw/h:200/w:200/plain/https://public.justjoin.it/companies/logos/original/8b1cf467aa77e07c48bdc1666c5a009ecc37e448.png,EPAM Systems,Poland (Remote),Remote,,,,,justjoin.it,Python | RDBMS | Java,https://justjoin.it/offers/epam-systems-data-software-engineering-program-poland-remote--data,2024-09-23 00:00:00,,,,,,,,
Data engineer,https://cdn.solid.jobs/companies/logos/1cef487c08cf407ca87f2dc6fe2fe19a.png,ITFS,Warszawa,Remote,,,,,solid.jobs,SQL | Spark | Databricks,https://solid.jobs/offer/20040/itfs-data-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer MS Dynamics 365,https://cdn.solid.jobs/companies/logos/56181709a1f247c5974824532c458426.jpg,System Verification Poland,Kraków,Remote,,,,,solid.jobs,Microsoft Dynamics | ERP | SQL Server | Azure Data Factory | Databricks | Python | Tabular models,https://solid.jobs/offer/20428/system-verification-poland-data-engineer-ms-dynamics-365,2024-09-23 00:00:00,,,,,,,,
Data Quality Analyst,https://cdn.solid.jobs/companies/logos/6e376a75f1074fc080e774c1d0b82ea2.png,Arche Consulting,Warszawa,Remote,,,,,solid.jobs,Snowflake | SQL | Airflow | Python,https://solid.jobs/offer/20415/arche-consulting-data-quality-analyst,2024-09-23 00:00:00,,,,,,,,
Mid/Senior Data Quality Engineer,https://cdn.solid.jobs/companies/logos/5c66e1c20f154b6e944850802c01e167.png,Master Care,Warszawa,Remote,,,,,solid.jobs,Airflow | Snowflake | Python | SQL | AWS,https://solid.jobs/offer/20413/master-care-mid-senior-data-quality-engineer,2024-09-23 00:00:00,,,,,,,,
Data Engineer,https://cdn.solid.jobs/companies/logos/7d921fa9c48d46c7b4fe2c97913aba72.png,Arche Consulting,Warszawa,Remote,,,,,solid.jobs,Python | Airflow | SQL | Snowflake | GitLab | AWS,https://solid.jobs/offer/20405/arche-consulting-data-engineer,2024-09-23 00:00:00,,,,,,,,
